incident_id,incident_type,person_trapped,injury_reported,fire_present,hospital_affected,elderly_or_children,hazardous_material,building_collapse_flag,critical_infrastructure,num_sources,ground_confirmed,agreement_ratio,recency_minutes,num_reports,severity_score,severity_class,confidence_score
522,industrial_accident,1,0,0,0,1,1,0,1,2.0,1.0,0.91,170.0,10,100,CRITICAL,93.1
523,medical_emergency,0,1,0,0,1,0,0,0,1.0,0.0,0.79,61.0,9,57,HIGH,48.4
524,road_blockage,0,0,0,0,0,0,0,0,2.0,0.0,0.86,43.0,26,4,LOW,70.0
525,industrial_accident,1,0,0,0,0,1,0,0,3.0,0.0,,129.0,15,92,CRITICAL,90.4
526,industrial_accident,0,0,0,0,0,1,0,0,3.0,0.0,0.48,106.0,41,41,MEDIUM,85.7
527,building_collapse,0,0,0,0,0,0,1,1,,0.0,,10.0,7,77,HIGH,73.4
528,industrial_accident,0,0,0,0,0,1,0,0,2.0,1.0,0.54,136.0,7,46,MEDIUM,86.4
529,fire,0,0,1,0,1,0,0,0,2.0,1.0,0.85,171.0,7,64,HIGH,85.7
530,power_outage,0,1,0,0,0,0,0,0,1.0,0.0,0.58,38.0,7,52,MEDIUM,43.4
531,flood,0,0,0,0,0,0,0,0,,0.0,0.63,158.0,2,12,LOW,47.8
532,flood,1,0,0,0,0,0,1,1,2.0,0.0,1.0,90.0,15,100,CRITICAL,78.6
533,flood,1,1,0,1,1,0,0,1,1.0,1.0,0.67,118.0,21,100,CRITICAL,75.2
534,industrial_accident,0,0,0,0,1,1,0,1,,0.0,0.93,4.0,8,96,CRITICAL,63.0
535,chemical_leak,0,1,0,1,0,1,0,0,1.0,0.0,0.76,38.0,12,100,CRITICAL,60.1
536,power_outage,0,1,0,0,1,0,0,0,1.0,1.0,0.62,160.0,8,72,HIGH,72.1
537,building_collapse,0,0,0,0,0,0,1,0,3.0,1.0,0.32,,3,51,MEDIUM,100.0
538,building_collapse,0,1,0,1,0,0,1,1,1.0,1.0,0.46,10.0,7,100,CRITICAL,64.7
539,flood,0,0,1,0,0,0,0,0,,1.0,0.75,147.0,6,43,HIGH,83.6
540,medical_emergency,0,0,0,1,1,0,0,0,1.0,1.0,0.36,94.0,8,56,HIGH,55.2
541,flood,0,0,0,0,0,0,0,0,3.0,,0.42,,8,0,LOW,91.7
542,power_outage,1,0,0,0,0,0,0,0,3.0,1.0,0.59,25.0,15,58,HIGH,100.0
543,building_collapse,1,1,0,0,1,0,1,0,2.0,0.0,0.87,26.0,8,100,CRITICAL,82.2
544,medical_emergency,0,1,0,1,0,1,0,0,2.0,0.0,0.46,108.0,19,100,CRITICAL,54.3
545,road_blockage,1,0,0,0,0,0,0,0,1.0,1.0,0.9,,13,49,MEDIUM,75.8
546,medical_emergency,0,1,0,0,1,0,0,0,3.0,0.0,0.69,109.0,7,52,MEDIUM,88.1
547,medical_emergency,1,1,0,0,0,0,0,0,1.0,,0.8,93.0,46,83,CRITICAL,50.9
548,fire,0,0,0,0,0,0,0,0,1.0,0.0,0.46,96.0,10,0,LOW,48.6
549,chemical_leak,0,0,0,0,0,1,0,1,2.0,1.0,1.0,164.0,9,71,HIGH,92.8
550,building_collapse,0,0,0,0,0,0,1,0,2.0,0.0,0.89,119.0,11,49,MEDIUM,76.5
551,building_collapse,1,1,0,0,1,0,1,0,3.0,,0.87,175.0,6,100,CRITICAL,87.7
552,road_blockage,0,1,1,0,0,0,0,1,2.0,0.0,1.0,170.0,9,100,CRITICAL,76.5
553,building_collapse,0,1,0,0,0,0,1,0,1.0,0.0,0.59,144.0,13,87,CRITICAL,39.5
554,industrial_accident,0,0,0,0,1,1,0,0,2.0,0.0,0.89,159.0,13,70,HIGH,69.2
555,building_collapse,1,0,0,0,0,0,1,0,2.0,0.0,0.55,79.0,15,86,CRITICAL,62.8
556,road_blockage,0,1,0,1,1,0,0,0,1.0,1.0,0.72,85.0,11,85,CRITICAL,76.6
557,fire,0,0,1,1,1,0,0,1,1.0,,1.0,,25,100,CRITICAL,84.4
558,flood,0,0,0,0,0,0,0,0,3.0,1.0,0.7,17.0,9,0,LOW,100.0
559,road_blockage,0,0,0,0,0,0,0,0,3.0,,0.73,133.0,6,0,LOW,100.0
560,building_collapse,0,0,0,1,0,0,1,0,1.0,0.0,0.7,169.0,9,83,CRITICAL,42.8
561,building_collapse,1,1,0,1,0,0,1,0,2.0,1.0,0.76,,13,100,CRITICAL,100.0
562,flood,0,0,0,0,1,0,0,0,2.0,0.0,0.65,127.0,10,18,LOW,55.1
563,industrial_accident,0,0,0,0,0,1,1,1,3.0,1.0,0.85,157.0,8,100,CRITICAL,100.0
564,road_blockage,0,1,0,1,1,0,0,1,2.0,0.0,0.77,149.0,6,100,CRITICAL,66.2
565,chemical_leak,0,0,0,0,0,1,0,0,1.0,0.0,0.7,122.0,12,41,MEDIUM,40.9
566,flood,1,1,0,0,1,0,0,0,3.0,,,1.0,8,100,CRITICAL,100.0
567,flood,0,1,0,0,0,0,0,0,1.0,0.0,0.83,114.0,5,37,MEDIUM,48.5
568,chemical_leak,0,0,0,0,0,1,0,0,3.0,0.0,0.98,159.0,10,49,MEDIUM,91.6
569,building_collapse,0,0,0,0,1,0,1,0,2.0,0.0,0.61,,7,73,HIGH,73.1
570,building_collapse,0,1,0,0,0,0,1,0,1.0,0.0,1.0,165.0,16,94,CRITICAL,48.5
571,industrial_accident,1,1,0,0,0,1,0,0,2.0,0.0,0.41,125.0,31,100,CRITICAL,53.7
572,industrial_accident,0,0,0,0,0,1,0,0,1.0,0.0,1.0,,31,41,MEDIUM,71.3
573,fire,0,1,1,0,0,0,0,0,1.0,0.0,0.84,12.0,9,96,CRITICAL,50.2
574,industrial_accident,0,0,0,1,0,1,0,0,1.0,1.0,1.0,40.0,7,73,HIGH,83.5
575,flood,0,0,0,0,0,0,0,0,3.0,0.0,0.85,7.0,9,0,LOW,100.0
576,medical_emergency,0,0,0,0,1,0,1,0,3.0,0.0,0.84,49.0,3,70,HIGH,91.1
577,road_blockage,1,1,0,1,1,0,0,1,2.0,0.0,0.88,126.0,23,100,CRITICAL,78.6
578,industrial_accident,1,1,0,0,0,1,0,1,2.0,0.0,0.69,14.0,7,100,CRITICAL,83.0
579,building_collapse,1,0,0,0,0,0,1,0,3.0,1.0,0.53,107.0,9,100,CRITICAL,100.0
580,industrial_accident,1,0,0,0,0,1,0,0,2.0,0.0,0.79,111.0,11,90,HIGH,69.0
581,road_blockage,0,1,0,0,0,0,0,0,3.0,1.0,0.27,27.0,7,54,HIGH,100.0
582,industrial_accident,0,0,0,0,1,1,0,0,2.0,1.0,0.97,42.0,12,66,HIGH,100.0
583,building_collapse,0,0,1,0,1,0,1,0,3.0,1.0,0.92,71.0,10,100,CRITICAL,100.0
584,medical_emergency,1,0,0,0,0,0,0,0,1.0,0.0,0.84,160.0,10,44,MEDIUM,41.6
585,fire,0,0,1,0,0,0,0,0,3.0,0.0,0.76,137.0,6,65,HIGH,76.8
586,industrial_accident,0,0,0,0,1,1,0,0,3.0,0.0,0.35,82.0,9,52,MEDIUM,78.2
587,industrial_accident,0,0,0,0,1,1,0,0,2.0,0.0,0.97,72.0,9,60,HIGH,84.8
588,road_blockage,0,0,0,1,1,0,0,0,1.0,0.0,0.77,41.0,11,43,MEDIUM,52.5
589,road_blockage,0,1,0,0,1,0,0,0,2.0,1.0,0.68,25.0,7,62,HIGH,100.0
590,industrial_accident,0,0,0,0,1,1,0,0,3.0,0.0,1.0,111.0,8,58,HIGH,97.0
591,power_outage,1,1,0,0,1,0,1,0,3.0,0.0,0.41,172.0,12,100,CRITICAL,73.7
592,power_outage,0,1,1,0,0,0,0,1,3.0,0.0,0.47,132.0,35,100,CRITICAL,83.4
593,fire,1,0,1,0,0,0,0,0,3.0,0.0,0.57,139.0,10,100,CRITICAL,86.8
594,medical_emergency,0,0,0,0,1,0,0,0,3.0,0.0,0.69,179.0,11,13,LOW,79.6
595,road_blockage,1,0,1,0,0,0,0,0,3.0,0.0,0.45,166.0,5,100,CRITICAL,88.5
596,power_outage,1,0,0,0,1,0,0,1,2.0,0.0,0.88,159.0,4,92,CRITICAL,61.1
597,road_blockage,0,1,0,0,1,0,0,0,3.0,0.0,1.0,164.0,22,67,HIGH,94.2
598,industrial_accident,0,1,0,1,1,1,0,0,3.0,0.0,0.49,122.0,9,100,CRITICAL,75.8
599,chemical_leak,0,1,0,0,0,1,0,0,3.0,1.0,1.0,33.0,7,83,CRITICAL,100.0
600,power_outage,0,0,1,0,0,0,0,0,3.0,0.0,0.85,126.0,13,50,MEDIUM,83.6
601,road_blockage,0,0,0,0,0,0,0,0,1.0,0.0,0.83,129.0,10,0,LOW,50.8
602,fire,0,0,1,0,0,0,0,1,3.0,1.0,0.78,80.0,46,74,HIGH,100.0
603,industrial_accident,1,1,0,0,0,1,0,0,3.0,0.0,0.84,158.0,7,100,CRITICAL,79.9
604,building_collapse,0,1,0,0,0,0,1,0,1.0,1.0,,12.0,14,82,CRITICAL,83.7
605,building_collapse,0,0,0,0,0,0,1,0,1.0,1.0,0.6,169.0,8,46,MEDIUM,65.6
606,chemical_leak,0,0,0,0,0,1,0,0,1.0,0.0,,143.0,7,34,MEDIUM,45.9
607,road_blockage,0,0,0,0,1,1,0,0,1.0,1.0,0.99,53.0,19,62,MEDIUM,83.6
608,medical_emergency,1,1,0,0,0,0,0,0,1.0,1.0,0.71,,17,79,CRITICAL,76.4
609,chemical_leak,0,0,0,1,1,1,0,0,3.0,1.0,0.92,79.0,12,95,CRITICAL,100.0
610,road_blockage,0,0,0,0,0,0,0,0,2.0,0.0,0.66,138.0,8,0,LOW,66.0
611,building_collapse,0,0,0,0,0,0,1,0,3.0,0.0,0.57,167.0,35,61,HIGH,71.5
612,industrial_accident,0,0,0,0,0,1,0,0,1.0,0.0,,,13,48,MEDIUM,39.0
613,medical_emergency,0,0,0,0,0,0,0,0,2.0,1.0,0.97,122.0,19,6,LOW,100.0
614,power_outage,0,1,0,1,0,0,0,0,1.0,1.0,0.51,27.0,9,64,HIGH,73.7
615,fire,1,0,1,0,0,0,0,0,2.0,1.0,0.85,19.0,23,98,CRITICAL,100.0
616,medical_emergency,1,1,0,1,1,0,0,0,3.0,0.0,0.46,96.0,21,100,CRITICAL,82.5
617,industrial_accident,1,0,0,0,1,1,0,0,2.0,0.0,,41.0,6,100,CRITICAL,78.8
618,medical_emergency,0,0,0,0,0,0,0,0,3.0,0.0,1.0,11.0,16,0,LOW,100.0
619,fire,0,0,1,0,0,0,0,1,2.0,0.0,0.82,100.0,36,68,HIGH,76.3
620,fire,1,0,1,0,0,0,0,0,3.0,0.0,0.82,83.0,13,92,CRITICAL,100.0
621,medical_emergency,0,0,0,0,1,0,0,0,1.0,0.0,0.75,49.0,6,19,LOW,54.7
622,medical_emergency,0,1,0,0,0,0,0,0,2.0,,0.69,72.0,17,45,MEDIUM,78.3
623,medical_emergency,0,1,0,0,1,0,0,1,2.0,1.0,0.89,126.0,5,94,CRITICAL,100.0
624,power_outage,0,0,0,0,0,0,0,0,3.0,0.0,0.79,62.0,5,0,LOW,93.0
625,flood,1,0,0,0,0,0,0,0,1.0,0.0,0.58,35.0,14,52,MEDIUM,47.3
626,road_blockage,0,1,0,0,1,0,0,0,3.0,0.0,0.83,110.0,14,66,HIGH,98.5
627,chemical_leak,1,0,0,0,0,1,0,0,3.0,0.0,0.95,103.0,8,100,CRITICAL,88.7
628,building_collapse,0,0,1,0,1,0,1,1,1.0,0.0,0.47,72.0,9,100,CRITICAL,43.2
629,power_outage,0,0,1,0,1,0,0,0,3.0,0.0,0.9,81.0,76,54,MEDIUM,97.9
630,flood,1,1,0,0,0,0,0,0,2.0,0.0,0.7,128.0,10,88,CRITICAL,60.1
631,medical_emergency,0,1,0,0,0,0,0,0,,0.0,0.89,21.0,9,59,HIGH,88.4
632,flood,0,1,0,0,0,0,0,0,3.0,0.0,0.53,111.0,14,40,HIGH,86.6
633,power_outage,0,1,0,0,0,0,0,0,1.0,0.0,1.0,38.0,8,43,MEDIUM,54.2
634,industrial_accident,0,0,1,0,0,1,0,0,3.0,0.0,0.76,26.0,46,83,CRITICAL,95.3
635,industrial_accident,0,0,0,0,0,1,0,0,1.0,1.0,0.84,71.0,8,49,MEDIUM,96.0
636,building_collapse,0,0,0,0,0,0,1,1,1.0,0.0,0.68,75.0,15,74,MEDIUM,41.1
637,building_collapse,0,0,1,1,0,0,1,0,2.0,0.0,0.51,133.0,5,100,CRITICAL,60.8
638,road_blockage,1,0,0,0,0,0,0,0,3.0,0.0,0.89,177.0,9,46,MEDIUM,87.3
639,power_outage,0,1,0,0,1,0,0,0,1.0,1.0,0.88,42.0,6,69,CRITICAL,84.7
640,industrial_accident,0,0,0,0,0,1,0,0,3.0,0.0,0.75,138.0,56,38,HIGH,84.1
641,building_collapse,1,1,0,0,1,1,1,0,1.0,0.0,0.93,52.0,11,100,CRITICAL,65.9
642,medical_emergency,0,0,0,0,0,0,0,0,3.0,1.0,0.98,124.0,10,1,LOW,100.0
643,industrial_accident,0,1,0,1,0,1,0,0,2.0,1.0,0.82,49.0,9,100,CRITICAL,92.9
644,power_outage,0,0,0,0,1,0,0,0,2.0,,1.0,101.0,51,4,LOW,95.3
645,fire,1,0,1,0,1,0,0,0,3.0,1.0,0.74,141.0,11,100,CRITICAL,100.0
646,power_outage,1,0,0,0,0,0,0,0,3.0,0.0,0.77,70.0,10,45,MEDIUM,100.0
647,industrial_accident,1,0,0,0,1,1,0,1,,0.0,0.87,10.0,8,100,CRITICAL,61.0
648,flood,0,0,0,0,1,0,0,0,2.0,0.0,0.68,15.0,9,25,LOW,74.2
649,road_blockage,0,0,0,0,0,0,0,0,1.0,0.0,,56.0,13,0,LOW,52.2
650,building_collapse,0,0,0,0,0,0,1,0,1.0,0.0,0.63,162.0,6,72,HIGH,43.2
651,medical_emergency,0,1,0,0,0,0,0,0,2.0,0.0,0.63,77.0,15,37,MEDIUM,81.0
652,building_collapse,1,0,0,0,1,1,1,1,2.0,0.0,1.0,165.0,31,100,CRITICAL,71.6
653,fire,0,0,1,0,0,0,0,0,2.0,0.0,0.4,,3,35,MEDIUM,55.8
654,power_outage,0,0,0,1,0,0,0,0,2.0,,0.6,112.0,8,24,MEDIUM,53.1
655,fire,0,0,1,0,0,0,0,0,3.0,1.0,0.83,124.0,13,58,HIGH,100.0
656,fire,1,0,1,0,0,0,0,0,2.0,0.0,1.0,28.0,11,98,CRITICAL,83.4
657,building_collapse,0,0,0,0,1,0,1,0,3.0,0.0,0.83,11.0,8,67,HIGH,94.1
658,power_outage,1,1,0,0,1,0,0,0,3.0,1.0,0.75,146.0,12,100,CRITICAL,100.0
659,industrial_accident,0,0,1,0,0,1,0,0,3.0,1.0,,92.0,10,94,CRITICAL,100.0
660,power_outage,0,0,0,0,1,0,0,0,,0.0,0.97,122.0,8,12,LOW,45.4
661,power_outage,0,0,0,0,0,0,0,1,1.0,0.0,1.0,113.0,6,25,LOW,55.3
662,chemical_leak,0,0,0,0,1,1,0,0,3.0,,0.86,126.0,9,52,MEDIUM,100.0
663,fire,1,0,1,0,0,1,0,0,2.0,0.0,0.89,89.0,7,100,CRITICAL,72.7
664,medical_emergency,0,1,0,0,0,0,0,0,3.0,0.0,0.82,56.0,13,45,MEDIUM,89.2
665,building_collapse,0,0,0,0,0,0,1,0,3.0,1.0,0.73,146.0,9,61,HIGH,100.0
666,road_blockage,0,0,0,0,0,0,0,1,2.0,0.0,0.63,117.0,9,32,MEDIUM,68.8
667,power_outage,0,0,0,0,0,0,0,1,1.0,0.0,0.69,119.0,6,25,LOW,46.2
668,building_collapse,0,0,0,0,0,0,1,0,1.0,0.0,0.98,168.0,12,50,MEDIUM,41.0
669,fire,0,1,1,0,0,0,0,0,2.0,0.0,0.45,112.0,9,79,CRITICAL,58.1
670,power_outage,0,0,0,1,0,0,0,1,,1.0,0.52,46.0,15,50,MEDIUM,87.1
671,medical_emergency,0,0,0,0,0,0,0,0,3.0,1.0,0.78,3.0,6,3,LOW,100.0
672,industrial_accident,0,0,0,0,0,1,0,0,2.0,1.0,0.45,163.0,11,32,MEDIUM,74.6
673,industrial_accident,1,0,0,0,0,1,0,1,3.0,1.0,1.0,150.0,11,100,CRITICAL,100.0
674,medical_emergency,0,0,0,0,1,0,0,0,3.0,0.0,0.74,52.0,11,18,LOW,85.5
675,fire,0,0,1,0,0,0,0,0,3.0,0.0,0.77,14.0,9,46,LOW,100.0
676,chemical_leak,0,0,0,0,0,1,0,0,3.0,1.0,0.55,45.0,10,45,MEDIUM,100.0
677,fire,0,1,1,1,0,0,0,0,1.0,0.0,0.7,58.0,8,100,CRITICAL,52.0
678,industrial_accident,1,1,0,0,1,1,1,0,2.0,1.0,0.58,28.0,26,100,CRITICAL,100.0
679,medical_emergency,0,1,1,0,0,0,0,0,2.0,0.0,1.0,23.0,13,95,CRITICAL,93.3
680,flood,1,0,1,0,0,0,0,1,2.0,0.0,0.86,97.0,13,100,CRITICAL,78.1
681,building_collapse,1,0,0,1,1,0,1,1,3.0,0.0,0.99,167.0,12,100,CRITICAL,100.0
682,power_outage,1,1,0,0,1,0,0,0,3.0,1.0,0.68,47.0,13,100,CRITICAL,100.0
683,industrial_accident,0,0,0,1,0,1,0,0,2.0,1.0,0.79,102.0,6,79,CRITICAL,94.5
684,industrial_accident,1,0,0,0,0,1,0,0,1.0,0.0,0.27,,9,96,CRITICAL,35.7
685,flood,0,0,0,0,1,0,1,0,1.0,1.0,0.94,55.0,5,77,HIGH,79.3
686,power_outage,1,0,0,0,0,0,0,0,2.0,1.0,0.68,5.0,9,60,HIGH,95.9
687,chemical_leak,0,0,0,0,1,1,0,0,1.0,0.0,0.79,62.0,13,50,MEDIUM,48.7
688,power_outage,1,1,0,0,0,0,0,1,1.0,0.0,,135.0,12,100,CRITICAL,46.6
689,building_collapse,0,0,0,0,1,1,1,0,2.0,0.0,1.0,160.0,46,100,CRITICAL,76.4
690,industrial_accident,0,0,0,0,0,1,0,0,2.0,,0.74,149.0,16,33,MEDIUM,78.0
691,industrial_accident,1,0,0,0,0,1,0,0,1.0,1.0,0.71,138.0,7,86,CRITICAL,73.8
692,medical_emergency,1,0,0,0,0,0,0,0,3.0,,0.9,112.0,15,49,MEDIUM,100.0
693,industrial_accident,0,0,0,0,0,1,0,1,1.0,0.0,0.6,40.0,11,64,HIGH,37.3
694,chemical_leak,0,0,0,0,1,1,0,0,3.0,0.0,0.86,126.0,15,43,MEDIUM,90.5
695,fire,1,0,1,0,0,0,0,0,1.0,0.0,1.0,174.0,7,100,CRITICAL,58.0
696,chemical_leak,0,1,0,0,1,1,0,0,3.0,0.0,,144.0,21,99,CRITICAL,93.1
697,chemical_leak,1,0,0,1,0,1,0,1,2.0,0.0,0.54,118.0,13,100,CRITICAL,54.0
698,medical_emergency,0,0,0,0,0,0,0,1,3.0,1.0,0.91,156.0,9,33,MEDIUM,100.0
699,building_collapse,1,0,0,0,0,0,1,0,3.0,0.0,0.59,128.0,6,100,CRITICAL,85.4
700,road_blockage,0,1,0,0,0,0,0,1,2.0,1.0,0.97,75.0,8,67,HIGH,100.0
701,fire,0,0,1,0,0,0,0,0,1.0,0.0,0.67,161.0,51,57,HIGH,39.5
702,building_collapse,1,1,0,0,1,0,1,0,3.0,1.0,0.94,164.0,41,100,CRITICAL,100.0
703,road_blockage,0,0,0,0,0,0,0,0,2.0,0.0,0.63,140.0,7,0,LOW,63.3
704,industrial_accident,1,1,0,1,0,0,0,0,1.0,0.0,0.55,60.0,7,100,CRITICAL,39.4
705,medical_emergency,0,1,0,0,0,0,0,0,3.0,0.0,0.71,109.0,6,36,MEDIUM,92.9
706,power_outage,0,0,0,0,1,0,0,1,2.0,0.0,0.82,1.0,9,50,MEDIUM,79.1
707,industrial_accident,0,0,0,0,0,1,0,0,1.0,0.0,0.67,129.0,21,45,MEDIUM,44.9
708,flood,0,0,0,0,0,0,0,0,1.0,0.0,0.39,131.0,19,0,LOW,27.7
709,medical_emergency,0,0,0,0,0,1,0,0,2.0,1.0,0.3,40.0,21,45,MEDIUM,87.4
710,building_collapse,0,1,0,0,0,0,1,0,2.0,1.0,0.75,71.0,21,84,CRITICAL,93.8
711,chemical_leak,0,0,0,0,1,1,0,0,2.0,0.0,0.82,105.0,13,67,HIGH,72.5
712,chemical_leak,0,0,0,0,0,1,0,0,3.0,0.0,0.62,5.0,8,47,MEDIUM,91.3
713,chemical_leak,0,0,0,0,0,1,0,0,3.0,0.0,0.9,22.0,15,64,HIGH,100.0
714,chemical_leak,1,1,0,0,1,1,0,0,2.0,1.0,1.0,11.0,7,100,CRITICAL,100.0
715,building_collapse,0,0,0,0,1,0,1,1,2.0,1.0,0.34,135.0,15,89,CRITICAL,83.2
716,chemical_leak,0,1,0,1,0,1,0,0,1.0,1.0,0.93,,13,100,CRITICAL,91.0
717,building_collapse,0,1,0,0,0,0,1,0,1.0,0.0,0.92,172.0,6,86,CRITICAL,44.3
718,fire,0,0,1,0,0,0,0,0,1.0,1.0,1.0,10.0,14,54,MEDIUM,86.7
719,building_collapse,0,0,1,0,1,0,1,0,2.0,0.0,0.79,5.0,5,100,CRITICAL,83.0
720,fire,0,0,1,0,0,0,0,0,3.0,0.0,,122.0,8,50,MEDIUM,80.8
721,building_collapse,0,0,0,0,0,0,1,0,1.0,0.0,0.62,163.0,4,52,MEDIUM,34.2
722,medical_emergency,0,1,0,0,0,0,0,0,2.0,,0.64,58.0,9,29,LOW,66.0
723,fire,0,0,1,0,0,0,0,0,1.0,1.0,1.0,31.0,12,54,MEDIUM,89.4
724,flood,1,0,0,0,0,0,0,0,2.0,0.0,0.72,151.0,11,61,MEDIUM,60.5
725,road_blockage,0,0,1,1,1,1,0,0,2.0,0.0,0.47,154.0,12,100,CRITICAL,68.4
726,industrial_accident,1,0,0,0,0,1,0,0,1.0,0.0,0.12,172.0,5,93,CRITICAL,23.0
727,road_blockage,0,0,0,0,0,0,0,0,3.0,0.0,1.0,63.0,8,0,LOW,100.0
728,building_collapse,0,0,0,0,0,0,1,0,2.0,,1.0,62.0,10,45,MEDIUM,73.0
729,chemical_leak,1,1,0,0,1,1,0,0,,0.0,1.0,114.0,11,100,CRITICAL,77.7
730,road_blockage,0,0,0,0,0,0,0,0,3.0,1.0,0.68,147.0,25,0,LOW,100.0
731,fire,0,1,1,0,0,1,0,0,1.0,0.0,0.69,103.0,21,100,CRITICAL,53.1
732,fire,1,1,1,0,0,0,0,1,1.0,0.0,0.69,100.0,13,100,CRITICAL,39.6
733,road_blockage,0,0,0,0,0,0,0,1,1.0,1.0,0.92,159.0,7,19,LOW,75.1
734,flood,1,0,0,0,0,0,0,0,3.0,1.0,0.77,26.0,19,44,MEDIUM,100.0
735,fire,1,0,1,0,0,0,0,0,2.0,0.0,0.72,156.0,4,100,CRITICAL,66.7
736,chemical_leak,0,0,0,0,0,1,0,0,3.0,1.0,0.15,55.0,13,28,LOW,100.0
737,flood,1,1,0,1,1,0,0,0,3.0,1.0,0.57,14.0,7,100,CRITICAL,100.0
738,chemical_leak,0,1,0,0,0,0,0,0,1.0,0.0,0.68,17.0,9,38,MEDIUM,62.6
739,building_collapse,0,0,0,1,0,0,1,0,1.0,0.0,0.7,3.0,13,71,HIGH,56.8
740,power_outage,0,0,0,0,0,0,0,0,1.0,0.0,0.47,90.0,15,13,LOW,44.5
741,industrial_accident,1,0,0,0,0,1,0,0,2.0,0.0,1.0,143.0,7,99,CRITICAL,71.9
742,industrial_accident,0,0,0,0,0,1,0,0,2.0,0.0,0.92,127.0,13,50,MEDIUM,79.4
743,medical_emergency,0,1,0,0,0,0,0,1,,0.0,0.95,139.0,7,64,HIGH,80.9
744,building_collapse,1,1,0,0,1,0,1,0,2.0,0.0,0.53,66.0,25,100,CRITICAL,75.8
745,power_outage,1,0,0,0,0,0,0,0,2.0,,1.0,28.0,6,44,MEDIUM,82.7
746,chemical_leak,1,0,0,0,0,1,1,1,3.0,0.0,0.3,111.0,9,100,CRITICAL,75.7
747,medical_emergency,0,0,0,1,0,0,0,1,1.0,0.0,0.74,1.0,7,44,MEDIUM,54.3
748,chemical_leak,1,0,0,1,1,1,0,0,3.0,,0.71,79.0,8,100,CRITICAL,92.4
749,chemical_leak,0,0,0,0,1,1,0,0,1.0,1.0,0.69,42.0,10,52,MEDIUM,72.4
750,medical_emergency,1,1,0,0,1,0,0,0,2.0,1.0,0.64,18.0,5,100,CRITICAL,97.9
751,chemical_leak,0,0,0,0,1,1,0,0,3.0,0.0,0.96,19.0,21,68,HIGH,95.9
752,flood,0,0,0,0,0,0,0,0,2.0,1.0,,17.0,7,0,LOW,94.0
753,power_outage,0,0,0,0,0,1,0,0,2.0,0.0,0.87,115.0,19,35,MEDIUM,57.7
754,chemical_leak,0,0,0,0,0,1,0,0,2.0,0.0,0.62,112.0,26,41,MEDIUM,61.3
755,building_collapse,1,0,0,0,0,0,1,0,2.0,1.0,,1.0,5,99,CRITICAL,100.0
756,chemical_leak,0,1,0,0,0,1,0,0,1.0,,0.4,54.0,14,82,CRITICAL,50.4
757,chemical_leak,0,1,1,1,0,1,0,0,1.0,0.0,0.95,153.0,11,100,CRITICAL,57.0
758,building_collapse,1,1,0,0,0,0,1,0,2.0,1.0,1.0,49.0,7,100,CRITICAL,100.0
759,medical_emergency,1,0,0,0,0,0,0,0,3.0,0.0,0.8,156.0,11,49,MEDIUM,94.5
760,fire,1,0,1,0,0,0,0,0,,1.0,0.92,170.0,8,96,CRITICAL,100.0
761,industrial_accident,0,0,0,0,0,1,0,0,1.0,0.0,0.72,9.0,7,37,HIGH,57.9
762,flood,0,0,0,0,1,0,1,0,3.0,0.0,0.96,33.0,8,83,CRITICAL,92.5
763,road_blockage,0,0,0,0,0,0,0,0,1.0,1.0,0.48,167.0,71,3,LOW,63.7
764,building_collapse,0,0,0,0,1,0,1,0,2.0,1.0,0.62,131.0,36,75,HIGH,90.6
765,medical_emergency,0,1,0,0,0,0,1,0,1.0,1.0,0.97,123.0,3,94,CRITICAL,86.1
766,medical_emergency,0,0,0,0,1,0,0,1,2.0,1.0,0.97,96.0,7,50,MEDIUM,100.0
767,chemical_leak,0,0,1,0,0,1,1,0,2.0,0.0,0.6,69.0,10,100,CRITICAL,64.6
768,power_outage,0,1,0,1,0,0,0,0,1.0,0.0,0.78,103.0,9,74,HIGH,47.8
769,medical_emergency,0,0,0,1,0,0,0,0,3.0,0.0,0.56,167.0,7,27,LOW,80.8
770,power_outage,0,1,0,0,0,0,0,0,2.0,1.0,0.89,36.0,6,34,MEDIUM,100.0
771,industrial_accident,1,0,0,0,1,1,0,0,3.0,0.0,0.69,176.0,9,100,CRITICAL,77.3
772,medical_emergency,0,0,1,0,0,1,1,0,1.0,0.0,1.0,2.0,7,100,CRITICAL,69.8
773,flood,0,1,0,0,1,0,0,0,2.0,0.0,0.98,13.0,13,68,CRITICAL,79.4
774,fire,1,1,1,0,1,0,0,0,3.0,0.0,0.84,160.0,17,100,CRITICAL,99.7
775,building_collapse,1,0,0,0,0,0,1,1,3.0,0.0,0.56,29.0,12,100,CRITICAL,92.2
776,building_collapse,1,0,0,0,0,1,0,0,3.0,1.0,0.93,77.0,6,98,CRITICAL,100.0
777,flood,0,1,0,0,0,0,0,0,1.0,0.0,0.53,81.0,12,45,MEDIUM,49.6
778,road_blockage,0,0,0,0,1,0,0,0,3.0,1.0,0.67,152.0,27,28,LOW,100.0
779,flood,0,1,0,0,0,0,0,0,1.0,1.0,0.72,50.0,5,41,MEDIUM,76.5
780,medical_emergency,0,1,0,0,0,0,0,1,3.0,1.0,0.84,35.0,5,68,HIGH,100.0
781,power_outage,0,0,0,0,1,0,0,1,1.0,1.0,0.73,106.0,13,44,MEDIUM,73.0
